pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key,tier,oa_status,oa_pdf_url,publisher
29087035,10.1111/ajt.14570,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, N.I.H., Extramural",Postoperative cognitive dysfunction and mortality following lung transplantation.,Palmer SM,United States,1,False,rct,palmer sm|united states,OA,hybrid,https://doi.org/10.1111/ajt.14570,Elsevier BV
29082660,10.1111/petr.13069,2018,pre,Pediatric transplantation,Journal Article,Anellovirus loads are associated with outcomes in pediatric lung transplantation.,Wang D,United States,1,True,registry,wang d|united states,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/5811341,Wiley
29075627,10.3389/fmed.2017.00155,2017,pre,Frontiers in medicine,Journal Article,Characteristics of Donor-Specific Antibodies Associated With Antibody-Mediated Rejection in Lung Transplantation.,Parquin F,France,2,True,,parquin f|france,OA,gold,https://www.frontiersin.org/articles/10.3389/fmed.2017.00155/pdf,Frontiers Media SA
29055604,10.1016/j.healun.2017.09.021,2017,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,"Treatment of primary graft dysfunction after lung transplantation with orally inhaled AP301: A prospective, randomized pilot study.",Klepetko W,Austria,2,True,,klepetko w|austria,Elsevier,closed,,Elsevier BV
29048473,10.1093/ejcts/ezx359,2018,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,Use of taurolidine in lung transplantation for cystic fibrosis and impact on bacterial colonization.,Popov AF,United Kingdom,2,True,,popov af|united kingdom,OA,bronze,https://academic.oup.com/ejcts/article-pdf/53/3/603/24021614/ezx359.pdf,Oxford University Press (OUP)
29035589,10.1080/01902148.2017.1354408,2017,pre,Experimental lung research,"Journal Article; Research Support, Non-U.S. Gov't",The activity of nintedanib in an animal model of allogenic left lung transplantation resembling aspects of allograft rejection.,Lehle K,Germany,1,False,,lehle k|germany,Other-paywall,closed,,Informa UK Limited
28992372,10.1111/ajt.14534,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Clinical Trial; Journal Article; Research Support, N.I.H., Extramural",The role of C4d deposition in the diagnosis of antibody-mediated rejection after lung transplantation.,Hachem RR,United States,1,False,,hachem rr|united states,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14534,Elsevier BV
28964417,10.1016/j.athoracsur.2017.05.042,2017,pre,The Annals of thoracic surgery,Journal Article,Continued Successful Evolution of Extended Criteria Donor Lungs for Transplantation.,Westall GP,Australia,1,False,,westall gp|australia,OA,bronze,http://www.annalsthoracicsurgery.org/article/S0003497517307208/pdf,Elsevier BV
28945471,10.1513/annalsats.201606-464mg,2017,pre,Annals of the American Thoracic Society,Journal Article,Host-Pathogen Interactions and Chronic Lung Allograft Dysfunction.,Weigt SS,,0,True,registry,weigt ss|,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/5711338,Oxford University Press (OUP)
28945470,10.1513/annalsats.201608-618mg,2017,pre,Annals of the American Thoracic Society,Journal Article,Gene Expression Profiling of Bronchoalveolar Lavage Cells Preceding a Clinical Diagnosis of Chronic Lung Allograft Dysfunction.,Belperio JA,,0,False,,belperio ja|,OA,green,https://www.ncbi.nlm.nih.gov/pmc/articles/5711343,Oxford University Press (OUP)
28932229,10.3389/fimmu.2017.01109,2017,pre,Frontiers in immunology,Journal Article,Association between a Single Donor TARC/CCL17 Promotor Polymorphism and Obstructive Chronic Lung Allograft Dysfunction after Lung Transplantation.,Otten HG,Netherlands,1,False,,otten hg|netherlands,OA,gold,https://www.frontiersin.org/articles/10.3389/fimmu.2017.01109/pdf,Frontiers Media SA
28926522,10.1097/tp.0000000000001592,2017,pre,Transplantation,"Journal Article; Research Support, Non-U.S. Gov't","BOS Is Associated With Increased Cytotoxic Proinflammatory CD8 T, NKT-Like, and NK Cells in the Small Airways.",Holmes M,Australia,1,True,registry,holmes m|australia,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
28886227,10.1111/ctr.13111,2017,pre,Clinical transplantation,Journal Article,Lung transplantation in cystic fibrosis patients in Israel: The importance of ethnicity and nutritional status.,Kramer MR,Israel,1,False,,kramer mr|israel,Wiley,closed,,Wiley
28871078,10.12659/aot.904819,2017,pre,Annals of transplantation,Journal Article,"Impact of Forced Expiratory Volume in 1 Second (FEV1) and 6-Minute Walking Distance at 3, 6, and 12 Months and Annually on Survival and Occurrence of Bronchiolitis Obliterans Syndrome (BOS) After Lung Transplantation.",Lindstedt S,Sweden,1,False,,lindstedt s|sweden,OA,hybrid,https://doi.org/10.12659/aot.904819,"International Scientific Information, Inc."
28850899,10.1016/j.compbiomed.2017.08.016,2017,pre,Computers in biology and medicine,Journal Article,Multivariate modeling using quantitative CT metrics may improve accuracy of diagnosis of bronchiolitis obliterans syndrome after lung transplantation.,Shou H,United States,1,False,,shou h|united states,Elsevier,closed,,Elsevier BV
28840631,10.1111/resp.13160,2018,pre,"Respirology (Carlton, Vic.)",Journal Article,Domiciliary non-invasive ventilation post lung transplantation.,Dabscheck E,Australia,1,False,,dabscheck e|australia,OA,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/resp.13160,Wiley
28825953,10.1097/tp.0000000000001917,2018,pre,Transplantation,Journal Article,Chronic Airway Fibrosis in Orthotopic Mouse Lung Transplantation Models-An Experimental Reappraisal.,Jungraithmayr W,Switzerland,4,True,registry,jungraithmayr w|switzerland,OA,green,http://Insights.ovid.com/pubmed?pmid=28825953,Ovid Technologies (Wolters Kluwer Health)
28798289,10.12659/aot.904225,2017,pre,Annals of transplantation,Journal Article,Prolonged Administration of Twice-Daily Bolus Intravenous Tacrolimus in the Early Phase After Lung Transplantation.,Oto T,Japan,1,False,,oto t|japan,OA,hybrid,https://doi.org/10.12659/aot.904225,"International Scientific Information, Inc."
28787506,10.1001/jama.2017.9938,2017,pre,JAMA,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Effect of Azithromycin on Airflow Decline-Free Survival After Allogeneic Hematopoietic Stem Cell Transplant: The ALLOZITHRO Randomized Clinical Trial.,,France,1,False,rct,,Other-paywall,closed,,American Medical Association (AMA)
28770204,10.3389/fmed.2017.00109,2017,pre,Frontiers in medicine,Journal Article,Development of a Multivariate Prediction Model for Early-Onset Bronchiolitis Obliterans Syndrome and Restrictive Allograft Syndrome in Lung Transplantation.,,Belgium,5,True,registry,,OA,gold,https://www.frontiersin.org/articles/10.3389/fmed.2017.00109/pdf,Frontiers Media SA
28756121,10.1016/j.healun.2017.07.007,2017,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Distal airway microbiome is associated with immunoregulatory myeloid cell responses in lung transplant recipients.,Deshane JS,United States,2,True,registry,deshane js|united states,Elsevier,closed,,Elsevier BV
28729000,10.1016/j.jaci.2017.06.022,2018,pre,The Journal of allergy and clinical immunology,"Clinical Trial; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Airway microbiota signals anabolic and catabolic remodeling in the transplanted lung.,,France,3,True,,,OA,bronze,http://www.jacionline.org/article/S0091674917311028/pdf,Elsevier BV
28720146,10.1186/s12890-017-0446-y,2017,pre,BMC pulmonary medicine,Journal Article,Analysis of long term CD4+CD25highCD127- T-reg cells kinetics in peripheral blood of lung transplant recipients.,Meloni F,Italy,1,False,,meloni f|italy,OA,gold,https://bmcpulmmed.biomedcentral.com/counter/pdf/10.1186/s12890-017-0446-y,Springer Science and Business Media LLC
28719135,10.1111/ajt.14432,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Journal Article,Multiple breath washout in pediatric patients after lung transplantation.,Schwerk N,Germany,2,True,,schwerk n|germany,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14432,Elsevier BV
28701473,10.1126/scitranslmed.aal1243,2017,pre,Science translational medicine,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",Zbtb7a induction in alveolar macrophages is implicated in anti-HLA-mediated lung allograft rejection.,Mohanakumar T,United States,1,False,,mohanakumar t|united states,Other-paywall,closed,,American Association for the Advancement of Science (AAAS)
28691954,10.1097/tp.0000000000001873,2018,pre,Transplantation,Journal Article,Maintenance Belatacept-Based Immunosuppression in Lung Transplantation Recipients Who Failed Calcineurin Inhibitors.,Ensor CR,,0,True,registry,ensor cr|,WoltersKluwer,closed,,Ovid Technologies (Wolters Kluwer Health)
28686641,10.1371/journal.pone.0180281,2017,pre,PloS one,Journal Article,The prognostic importance of CXCR3 chemokine during organizing pneumonia on the risk of chronic lung allograft dysfunction after lung transplantation.,Belperio JA,United States,1,False,,belperio ja|united states,OA,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0180281&type=printable,Public Library of Science (PLoS)
28662022,10.1038/ctg.2017.30,2017,pre,Clinical and translational gastroenterology,Journal Article,Impaired Esophageal Motility and Clearance Post-Lung Transplant: Risk For Chronic Allograft Failure.,Houghton LA,United States,1,False,,houghton la|united states,OA,gold,https://doi.org/10.1038/ctg.2017.30,Ovid Technologies (Wolters Kluwer Health)
28658530,10.1111/ctr.13027,2017,pre,Clinical transplantation,Evaluation Study; Journal Article,The role of biomechanical anatomical modeling via computed tomography for identification of restrictive allograft syndrome.,Paul N,Canada,3,True,,paul n|canada,Wiley,closed,,Wiley
28653398,10.1111/ctr.13041,2017,pre,Clinical transplantation,Journal Article,Lung transplant recipients on long-term extracorporeal photopheresis.,Benden C,Switzerland,1,False,,benden c|switzerland,Wiley,closed,,Wiley
28651906,10.1016/j.healun.2017.05.004,2017,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Lung clearance index is sensitive to small airway disease in pediatric lung transplant recipients.,Milla CE,,0,False,,milla ce|,Elsevier,closed,,Elsevier BV
28647206,10.1016/j.ejrad.2017.06.008,2017,pre,European journal of radiology,Journal Article,CT at onset of chronic lung allograft dysfunction in lung transplant patients predicts development of the restrictive phenotype and survival.,Suhling H,Germany,1,False,,suhling h|germany,Elsevier,closed,,Elsevier BV
28637080,10.1111/ajt.14397,2018,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"Journal Article; Research Support, N.I.H., Extramural",The Prognostic Importance of Bronchoalveolar Lavage Fluid CXCL9 During Minimal Acute Rejection on the Risk of Chronic Lung Allograft Dysfunction.,Belperio JA,,0,False,,belperio ja|,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14397,Elsevier BV
28620643,10.1097/txd.0000000000000676,2017,pre,Transplantation direct,Journal Article,Activin Biology After Lung Transplantation.,de Kretser DM,Australia,1,True,registry,de kretser dm|australia,OA,gold,https://doi.org/10.1097/txd.0000000000000676,Ovid Technologies (Wolters Kluwer Health)
28552627,10.1016/j.healun.2017.05.007,2017,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Journal Article,Perioperative statin use is associated with decreased incidence of primary graft dysfunction after lung transplantation.,Blank RS,,0,False,,blank rs|,Elsevier,closed,,Elsevier BV
28549673,10.1016/j.athoracsur.2017.02.054,2017,pre,The Annals of thoracic surgery,Journal Article,Ozone Therapy Protects Against Rejection in a Lung Transplantation Model: A New Treatment?,Bhora FY,Italy,2,True,registry,bhora fy|italy,OA,bronze,http://www.annalsthoracicsurgery.org/article/S0003497517303600/pdf,Elsevier BV
28546378,10.4187/respcare.05304,2017,pre,Respiratory care,Journal Article,Pediatric Lung Transplantation.,Sweet SC,,0,True,registry,sweet sc|,OA,bronze,http://rc.rcjournal.com/content/respcare/62/6/776.full.pdf,SAGE Publications
28545478,10.1186/s13019-017-0605-5,2017,pre,Journal of cardiothoracic surgery,Journal Article,LTB4 and montelukast in transplantation-related bronchiolitis obliterans in rats.,Hu J,China,1,False,,hu j|china,OA,gold,https://cardiothoracicsurgery.biomedcentral.com/track/pdf/10.1186/s13019-017-0605-5,Springer Science and Business Media LLC
28528427,10.1007/s10529-017-2355-9,2017,pre,Biotechnology letters,Journal Article,Repeated systemic administration of adipose tissue-derived mesenchymal stem cells prevents tracheal obliteration in a murine model of bronchiolitis obliterans.,Saueressig MG,Brazil,1,False,,saueressig mg|brazil,Springer,closed,,Springer Science and Business Media LLC
28488260,10.4414/smw.2017.14429,2017,pre,Swiss medical weekly,Journal Article,Cessation of extracorporeal photopheresis in chronic lung allograft dysfunction: effects on clinical outcome in adults.,Benden C,Switzerland,1,False,,benden c|switzerland,OA,gold,https://smw.ch/journalfile/view/article/ezm_smw/en/smw.2017.14429/447aa290827b868d89b82e71fdb9e27973f05aea/smw_2017_14429.pdf/rsrc/jf,SMW Supporting Association
28471870,10.1097/tp.0000000000001809,2017,pre,Transplantation,Journal Article,The Effect of Immunosuppression on Airway Integrity.,Vanaudenaerde BM,Belgium,1,True,registry,vanaudenaerde bm|belgium,OA,green,http://Insights.ovid.com/pubmed?pmid=28471870,Ovid Technologies (Wolters Kluwer Health)
28470870,10.1111/ajt.14339,2017,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Comparative Study; Journal Article; Multicenter Study,A Multicenter Study on Long-Term Outcomes After Lung Transplantation Comparing Donation After Circulatory Death and Donation After Brain Death.,Erasmus ME,Netherlands,1,True,,erasmus me|netherlands,OA,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.14339,Elsevier BV
