pmid,doi,year,era,journal,pubtypes,title,senior_author,country,n_countries,is_multicenter_or_registry,design_meta,group_key
41112061,10.1097/txd.0000000000001811,2025,post,Transplantation direct,Journal Article,Improvements in Patient-reported Functioning After Lung Transplant Is Associated With Improved Quality of Life and Survival.,Singer JP,,0,False,,singer jp|
41103489,10.1016/j.jhlto.2025.100389,2025,post,JHLT open,Journal Article,Specific risk factors for heart-lung transplantation.,Fadel E,France,1,True,,fadel e|france
41087450,10.1038/s41598-025-19711-2,2025,post,Scientific reports,Journal Article,Refined cuff technique minimizes surgical complexity in rat lung transplantation and improves outcomes.,Kılıcaslan B,Turkey,1,False,,kılıcaslan b|turkey
41079373,10.1016/j.jhlto.2025.100386,2025,post,JHLT open,Journal Article,CD38-targeted therapy with Daratumumab in clinical lung transplantation: A single-center experience.,Benazzo A,Austria,2,True,,benazzo a|austria
41073263,10.1016/j.jcf.2025.10.002,2026,post,Journal of cystic fibrosis : official journal of the European Cystic Fibrosis Society,Journal Article,Lung transplant for CF: Low lung bacterial burden and immune mediators in year one associate with CLAD development.,Collman RG,,0,False,,collman rg|
41061480,10.1016/j.resinv.2025.09.022,2025,post,Respiratory investigation,Journal Article,Survival and functional outcomes of single lung transplantation in secondary pulmonary hypertension.,Toyooka S,Japan,1,False,,toyooka s|japan
41058980,10.3389/ti.2025.15040,2025,post,Transplant international : official journal of the European Society for Organ Transplantation,Journal Article,Long Term Outcomes of Lung Transplantation in Sensitized Patients Following Eculizumab Use With the Desensitization Protocol.,Kurihara C,United States,1,True,,kurihara c|united states
41042926,10.1093/ejcts/ezaf333,2025,post,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Journal Article,"Lung Allograft Size Matching According to Actual, Corrected, and Predicted Total Lung Capacity for Patients With Pulmonary Fibrosis.",Ius F,Germany,1,False,,ius f|germany
41032890,10.1097/tp.0000000000005515,2026,post,Transplantation,Journal Article; Multicenter Study; Observational Study,Characterization of Spirometric Response to Standard-of-care Treatment in Lung Allograft Recipients With Bronchiolitis Obliterans and the Utility of Spirometric Criteria for Rescue Therapy: Implications for the Design of Risk-stratified Clinical Trials.,,India,1,True,,
41010573,10.3390/jcm14186368,2025,post,Journal of clinical medicine,Journal Article,Increase in Alveolar Septal Width Is a Histological Predictor of Chronic Lung Allograft Dysfunction and Survival in Lung Transplant Recipients-A Longitudinal Study.,Dorfmüller P,Germany,1,False,,dorfmüller p|germany
40989076,10.1097/txd.0000000000001857,2025,post,Transplantation direct,Journal Article,Identification of Surrogate Outcome Biomarkers in Lung Allograft Recipients With Bronchiolitis Obliterans: Implications for Randomized Controlled Trials.,Despotis G,India,1,True,,despotis g|india
40979526,10.1016/j.jhlto.2025.100377,2025,post,JHLT open,Journal Article,Impact of COVID-19 after lung transplantation: A retrospective multicenter comparison of clinical outcomes in Denmark and Sweden.,Lindstedt S,Sweden,2,True,,lindstedt s|sweden
40977742,10.3389/fimmu.2025.1619771,2025,post,Frontiers in immunology,Journal Article,Detection of lung allograft injury through a comprehensive multidisciplinary analysis of donor-derived cell-free DNA in plasma and bronchoalveolar lavage: a real-world single center experience.,Rea F,Italy,2,True,,rea f|italy
40932379,10.1148/ryct.240468,2025,post,Radiology. Cardiothoracic imaging,"Journal Article; Research Support, Non-U.S. Gov't",Clinical Implementation of Inspiratory-Expiratory Chest CT: Defining Quality Criteria for Diagnostic Quality and Detection of Concurrent FEV1 Decline following Lung Transplantation.,Hsiao A,United States,1,False,,hsiao a|united states
40919459,10.1097/txd.0000000000001812,2025,post,Transplantation direct,Journal Article,Extracorporeal Photopheresis Stimulates Tissue Repair after Transplantation.,Riquelme P,Germany,1,False,,riquelme p|germany
40912970,10.1016/j.ejim.2025.106500,2025,post,European journal of internal medicine,Journal Article,Navigating the pitfalls of pulmonary function testing in chronic lung allograft dysfunction and chronic pulmonary graft-versus-host disease.,Zajacova A,Belgium,1,False,,zajacova a|belgium
40893635,10.1016/j.jhlto.2025.100362,2025,post,JHLT open,Journal Article,"Respiratory viral infections in lung transplantation: Recent advances in epidemiology, clinical impact, and therapeutic approaches.",Danziger-Isakov L,,0,True,,danziger-isakov l|
40881742,10.5500/wjt.v15.i3.100111,2025,post,World journal of transplantation,Journal Article,Increased reflux burden on pre-transplant reflux testing independently predicts significant pulmonary function decline after lung transplantation.,Chan WW,United States,1,False,,chan ww|united states
40859906,10.1002/ehf2.15411,2025,post,ESC heart failure,Journal Article,Four decades of heart-lung transplantation: Milestones and outcomes in advanced cardiorespiratory failure.,Hagl C,Germany,1,True,,hagl c|germany
40838823,10.1148/ryct.240274,2025,post,Radiology. Cardiothoracic imaging,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Predicting Pulmonary Graft Loss Using Oxygen-enhanced MRI T1 Mapping in a Prospective Study.,Vogel-Claussen J,Germany,1,False,,vogel-claussen j|germany
40823264,10.1002/cti2.70035,2025,post,Clinical & translational immunology,Journal Article,High-dimensional flow cytometry reveals lymphocyte subset populations predictive of chronic lung allograft dysfunction.,Zotos D,Australia,2,True,,zotos d|australia
40811102,10.57187/s.3568,2025,post,Swiss medical weekly,Journal Article,Coronavirus infection and chronic lung allograft dysfunction: a retrospective cohort study.,Schuurmans MM,Switzerland,1,False,,schuurmans mm|switzerland
40809276,10.21037/jtd-24-1841,2025,post,Journal of thoracic disease,Journal Article,The impact of donor-recipient size mismatch on lung transplant outcomes.,Mora-Cuesta VM,Spain,1,False,,mora-cuesta vm|spain
40809223,10.21037/jtd-2025-365,2025,post,Journal of thoracic disease,Journal Article,Prophylactic azithromycin for chronic lung allograft dysfunction following lung transplantation: a systematic review and meta-analysis.,Chen-Yoshikawa TF,Japan,2,True,,chen-yoshikawa tf|japan
40809219,10.21037/jtd-2024-2273,2025,post,Journal of thoracic disease,Journal Article,Anesthesia management for lung transplant in children with obliterated bronchiolitis after hematopoietic stem cell transplantation: a single-center experience.,Yan M,China,1,False,,yan m|china
40785747,10.20452/wiitm.2025.17963,2025,post,Wideochirurgia i inne techniki maloinwazyjne = Videosurgery and other miniinvasive techniques,Journal Article,Safe and effective antireflux surgery in lung transplant recipients: preliminary results.,Hrapkowicz T,Poland,1,False,,hrapkowicz t|poland
40782091,10.1111/ctr.70268,2025,post,Clinical transplantation,Journal Article; Multicenter Study; Validation Study,Machine Learning for 1-Year Graft Failure Prediction in Lung Transplant Recipients: The Korean Organ Transplantation Registry.,,South Korea,2,True,,
40730786,10.1016/j.ejim.2025.07.011,2025,post,European journal of internal medicine,Journal Article; Observational Study,"Cluster analysis for clinical, radiological, and histopathological profiling in chronic pulmonary graft-versus-host disease.",Poletti V,Italy,1,True,,poletti v|italy
40710384,10.3390/jpm15070267,2025,post,Journal of personalized medicine,Journal Article,BALF Lymphocyte and Cytokine Profiling as Biomarkers of Acute Rejection After Lung Transplantation.,Ussetti Gil P,Spain,1,False,,ussetti gil p|spain
40698562,10.1111/ctr.70241,2025,post,Clinical transplantation,Journal Article,Long-Term Chronic Lung Allograft Dysfunction-Free Survival Following Lung Transplant in the Presence of Donor-Specific Antibodies.,Goldberg HJ,United States,1,False,,goldberg hj|united states
40687845,10.3389/frtra.2025.1607678,2025,post,Frontiers in transplantation,Journal Article,Antithymocyte globulin therapy in chronic lung allograft dysfunction.,Li G,United States,1,False,,li g|united states
40686680,10.1016/j.eclinm.2025.103334,2025,post,EClinicalMedicine,Journal Article,Long-term outcomes of the international EXPAND trial of Organ Care System (OCS) Lung preservation for lung transplantation.,Van Raemdonck D,Belgium,3,True,,van raemdonck d|belgium
40685517,10.1097/tp.0000000000005498,2025,post,Transplantation,Journal Article,Game Changer: Extracorporeal Photopheresis for the Prevention of Rejection After Lung Transplantation-A Prospective Randomized Controlled Trial.,Gelman AE,,0,False,,gelman ae|
40669521,10.1016/j.jhep.2025.06.036,2025,post,Journal of hepatology,Journal Article,Molecular signatures discriminating different types of rejection in human liver transplants.,Taubert R,Germany,4,True,,taubert r|germany
40657687,10.1111/trf.18318,2025,post,Transfusion,Journal Article; Comparative Study,One versus two: How much does it matter? A single-center retrospective study evaluating 1-day extracorporeal photopheresis schedule for treating patients with chronic lung allograft rejection.,Meloni F,Italy,1,False,,meloni f|italy
40606296,10.1016/j.jhlto.2025.100303,2025,post,JHLT open,Journal Article,It takes two: Aberrant repair and low-grade inflammation characterize bronchiolitis obliterans syndrome after lung transplantation in serum proteomic analysis.,Gan CT,Netherlands,3,True,,gan ct|netherlands
40605738,10.1002/phar.70040,2025,post,Pharmacotherapy,Journal Article; Comparative Study,"Comparative safety and efficacy of bisphosphonates, denosumab, and parathyroid hormone analogs for osteoporosis following lung transplantation.",Cano M,United States,1,False,,cano m|united states
40603432,10.1038/s41598-025-06174-8,2025,post,Scientific reports,Journal Article,Preservation of bronchial artery circulation on ex-vivo lung perfusion.,Guenthart BA,United States,1,False,,guenthart ba|united states
40599904,10.1016/j.jhlto.2025.100305,2025,post,JHLT open,Journal Article,Unique association of extreme elevation of cell free DNA and histologic patterns of intra-alveolar injury among lung transplant recipients.,Anjum F,,0,False,,anjum f|
40590009,10.1097/txd.0000000000001828,2025,post,Transplantation direct,Journal Article,Sustained Molecular Allograft Injury After Episodes of Acute Rejection and Organizing Pneumonia Increases the Risk of Lung Allograft Failure.,Agbor-Enoh S,,0,True,,agbor-enoh s|
40583605,10.1111/ctr.70219,2025,post,Clinical transplantation,Journal Article,Long-Term Outcomes Among Lung Transplant Recipients With High-Risk Cytomegalovirus Mismatch Managed With a Multimodality Regimen.,Torres F,United States,1,False,,torres f|united states
40536160,10.1002/ppul.71157,2025,post,Pediatric pulmonology,Journal Article; Observational Study,Health-Related Quality of Life After Pediatric Lung Transplantation.,Gruber S,Austria,1,False,,gruber s|austria
40515665,10.1111/ctr.70211,2025,post,Clinical transplantation,Journal Article,Calcineurin Inhibitor Replacement With Mammalian Target of Rapamycin (mTOR) Inhibitor Following Lung Transplantation.,Pennington KM,United States,1,True,,pennington km|united states
40498274,10.1007/s10388-025-01135-6,2025,post,Esophagus : official journal of the Japan Esophageal Society,Journal Article,Changes in esophageal contractile and barrier function in lung transplant recipients.,Balasubramanian G,United States,1,False,,balasubramanian g|united states
40491547,10.1016/j.jhlto.2025.100257,2025,post,JHLT open,Journal Article,Survival of patients with advanced chronic lung allograft dysfunction and the role of redo transplantation.,Jaksch P,Austria,2,True,,jaksch p|austria
40487877,10.3389/frtra.2025.1516728,2025,post,Frontiers in transplantation,Journal Article,Exhaled breath particles as a diagnostic tool for bronchiolitis obliterans syndrome in lung transplant recipients: a longitudinal study.,Olm F,Sweden,1,True,,olm f|sweden
